typ;utförande;tjocklek_mm;bredd_mm;hållfasthetsklass;sorteringsklass;längd_mm;antal;källa
artikel;hyvlat;45;145;C16;;9600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;10200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;2400;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;2700;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;3000;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;3300;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;3600;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;3900;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;4200;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;4500;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;4800;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;5100;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;5400;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;5700;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;6000;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;6600;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;7200;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;7800;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;8400;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;9000;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;9600;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C24;T2;10200;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;2400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;2700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;3000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;3300;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;3600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;3900;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;4200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;4500;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;4800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;5100;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;5400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;5700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;6000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;6600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;7200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;7800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;8400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;9000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;9600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;170;C24;T2;10200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;2400;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;2700;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;3000;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;3300;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;3600;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;3900;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;4200;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;4500;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;4800;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;5100;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;5400;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;5700;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;6000;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;6600;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;7200;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;7800;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;8400;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;9000;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;9600;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;182;C24;T2;10200;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;2400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;2700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;3000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;3300;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;3600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;3900;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;4200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;4500;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;4800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;5100;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;5400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;5700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;6000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;6600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;7200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;7800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;8400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;9000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;9600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;195;C24;T2;10200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;2400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;2700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;3000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;3300;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;3600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;3900;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;4200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;4500;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;4800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;5100;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;5400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;5700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;6000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;6600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;7200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;7800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;8400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;9000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;9600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C16;;10200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;2400;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;2700;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;3000;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;3300;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;3600;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;3900;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;4200;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;4500;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;4800;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;5100;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;5400;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;5700;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;6000;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;6600;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;7200;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;7800;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;8400;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;9000;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;9600;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;220;C24;T2;10200;150;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;2400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;2700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;3000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;3300;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;3600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;3900;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;4200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;4500;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;4800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;5100;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;5400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;5700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;6000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;6600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;7200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;7800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;8400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;9000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;9600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;245;C24;T2;10200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;2400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;2700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;3000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;3300;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;3600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;3900;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;4200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;4500;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;4800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;5100;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;5400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;5700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;6000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;6600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;7200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;7800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;8400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;9000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;9600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;70;70;C24;T2;10200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;2400;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;2700;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;3000;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;3300;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;3600;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;3900;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;4200;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;4500;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;4800;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;5100;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;5400;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;5700;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;6000;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;6600;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;7200;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;7800;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;8400;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;9000;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;9600;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C16;;10200;30;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;2400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;2700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;3000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;3300;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;3600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;3900;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;90;95;C24;T2;4200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
